title,description,price,images_url,location
HMDA INDIPENDENT HOUSE NEAR PATANCHERUVU  CHITKUL,BEST INVESTMENT OPPORTUNITY PRE LUNCHIONG OFFER PRICE MEGA GETED COMMUNITY DUPLEX VILLAS RS /- 40 LACKS  2BHK  PRICE > LOCATION ; ISNAPUR CHITKUL VILLAGE       PROJECT FEAUTURES & HEIGHLITS > TOTAL PROJECT IN 200 ACRES > RESIDENTIAL & COMMERCIAL SPACES > TOTAL 2500 DUPLEX VILLAS > PREE  LUNCHING OFFER 2200/- SFT > POST LUNCH OFFER PRICE 5500/- SFT > BOOKING AMOUNT 5 LACLS > FULL AMOUNT PAIND IN 30 DAYS > 10 LUNTAS LAND WELL BE REGISTERED OFTER FUL PAYMENT DONE > CLUB HOUSE GYM SWIMMING POOL> SHOPING  MALLS > FULL GETED COMMINITY,"₹ 40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/hdjfb4uxyyju1-IN/image,"India, Telangana, Hyderabad, Chanda Nagar"
1BHK flat available for rent in independent house in Miyapur,"It is a 1BHK portion in a independent house  located near to Miyapur Metro station in street no.6, Kalapuram basti, Miyapur.It is 500m to main road and 900m from metro station.Bike parking available and no Car parking.Lift facility available.Power backup for common area lighting.Electric lights, Fans and Exhaust fans provided in flat.Manjeera water, Bore water provided.Water meters fitted portion wise.Curtain rods fitted.All rooms provided with shelves.Bedroom provided with wardrobe.","₹ 10,500",https://apollo-singapore.akamaized.net:443/v1/files/fnqhq6u74fy83-IN/image,"India, Telangana, Hyderabad, Miyapur"
RESIDENTIAL 2BHK INDEPENDENT HOUSE  RS/-40 LACKS NEAR PATANCHERUVU,BEST INVESTMENT OPPORTUNITY** PRE LUNCHING OFFER MEGA GATED COMMUNITY DUPLEX VILLAS LOCATION ; PATANCHERUVU 7 KM ISNAPUR - CHITKUL PRICE. RS/- 40 LACKS PROJECT FEAUTURES & HEIGHLITS > TOTAL PROJECT IN 200 ACRES> RESIDENTIAL & COMMERCIAL SPACES > TOTAL  2500 DUPLEX VILLAS AND PHESS OPNE SIPLEX 399  HOUSES > PREE LUNCHING OFFER PRICE 2200/- SFT > POST LUNCH OFFER PRICE 5500/-SFT > BOOKING AMOUNT 5 LACKS > FULL AMOUNT PAID IN 30 DAYS > 10 GUNTAS LAND WELL BE REGISTERED OFTER FULL PAYMENT DONE> CLUB HOUSE GYM SWIMMING POOL > COMMERECICAL BULDINGS SHOPONG MALLAS  POSITION TIME 2022 CO,"₹ 40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/rmu2lbtyf6fj-IN/image,"India, Telangana, Hyderabad, Muthangi"
1bhk flat for rent in anjaiah Nagar Gachibowli,1bhk semi furnished flat for rent in Anjaih nagar near Gachibowli 24 hours water facility fullcupboards geyser fan lights lift good location near main road suitable for family r bachelor rent 12000 including maintenance ready to move more details Agent krishna Plz call me,"₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/4gdfs8yby50f3-IN/image,"India, Telangana, Hyderabad, Gachibowli"
2bhk flat for sale at miyapur,Flat for sale at miyapur13floors 9towers 1210 to 1940sft sizes available,"₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/7wse36tkbalo3-IN/image,"India, Telangana, Hyderabad, Miyapur"
2bhk flat for sale at patancheru,"Luxurious Flat for sale at patancheruG+20floors 3towers1,2,3bhks This payment mode 50%pay 50%loan","₹ 39,86,800",https://apollo-singapore.akamaized.net:443/v1/files/rlk4tfaxidmr1-IN/image,"India, Telangana, Hyderabad, Beeramguda"
Flat for sale at patancheru,"Flat for sale at patancheruGated community20floors 1,2,3bhks 3type of payment options100% scheme50%schme Regular scheme","₹ 35,00,500",https://apollo-singapore.akamaized.net:443/v1/files/pg8uvh40h2051-IN/image,"India, Telangana, Hyderabad, Patancheru"
3bhkFlat for sale at 76laks,SPECIAL OFFERFlat for sale at MIYAPUR .Mega gated community1000Flats 9TowersG+13Floors2bhk -1145sft TO 1275sft3bhk -1435sft TO 1880sft**This offer 25MAR 2020 only**More details,"₹ 76,00,000",https://apollo-singapore.akamaized.net:443/v1/files/41ztlgghms5d1-IN/image,"India, Telangana, Hyderabad, Aminpur"
3BHK Flat for Rent At Kondapur East facing family or bachelor,3bhk semi furnished flat for rent in Kondapur 24 hours water facility fullcupboards geyser fan lights lift powerbackup carparking  good location near main road suitable for family r bachelor rent 19000+2000 maintenance ready to move more details Agent krishna Plz call me,"₹ 19,000",https://apollo-singapore.akamaized.net:443/v1/files/hv9peqwocs5z1-IN/image,"India, Telangana, Hyderabad, Kondapur"
Kukatpally metro pillar 833,Kukatpally metro pillar 833,"₹ 55,00,000",https://apollo-singapore.akamaized.net:443/v1/files/3jne3hdq9z9s-IN/image,"India, Telangana, Hyderabad, Kukatpally"
Near to UPPAL DEPO Furnished 2BHK Independent House,"125 sq yads East face direction Fully furnished 2Bhk House 8 years old Full developed area Near facilities of House 24 Hours Public transportation Full water facilities Full Security area Schools, colleges, Hospitals, Hotels Shopping malls, banks, atm's ect...Location Boduppal Laxmi nagar colony Nearby NTR Statue, Akruti township 1 km from warangal highway Clear title Immediately registration Perfect Vasth Cost of Property RS/- 80,00,000","₹ 80,00,000",https://apollo-singapore.akamaized.net:443/v1/files/gaylcvgtd4813-IN/image,"India, Telangana, Hyderabad, Boduppal"
Asian Multiplex Beside 1650 sft 3Bhk Gated Furnished Flat Uppal,"1650 sft 2nd Floor, West face directionAmenities of Flat Club house Gym, Playing area Party hall, 24/7 Security Lift, generator, Car parking ect... Flat Location Uppal Near Asian Multiplex Very close to Highway Full Public transportation AreasNear all Facilities avail 24 Full water facilities Schools, colleges, HospitalsNumber of Theaters, Malls Petrol bunks Banks, atm's ect.. Cost of Flat RS/- 85,00,000","₹ 85,00,000",https://apollo-singapore.akamaized.net:443/v1/files/hytiso0bghsy-IN/image,"India, Telangana, Hyderabad, Uppal"
INVEST NOW & GET FOR HALF PRICE in Gated Community Kondapur & Wipro Rd,"JUST 3600/- per sft, BUY A FLAT IN A 11 ACRES MEGA GATED COMMUNITIES in LUXOTICA PARK in Kondapur 100 ft rd & SKY EXOTICA in Financial Dist Wipro Rd.ASSURED TRIPLE Value increment by Position timeor DOUBLE amount BUYBACK in 25 monthsWith written agreement. Also, BOOK NOW AND GET 5,50,000/- WORTH CAR PARKING & AMENITIES FREE FREE FREE. P R I C E   for   L I M I T E D  time only.Or first 100 flats in pre-launch offer.Please do feel free to contact me immediately to block your flat.","₹ 47,99,999",https://apollo-singapore.akamaized.net:443/v1/files/fa8yye37ibg72-IN/image,"India, Telangana, Hyderabad, Gachibowli"
"Newly built spacious 1 BHK house for rent. Huda colony, Chanda Nagar.","Newly built spacious 1 BHK house with Pleasant atmosphere. Good Neighborhood. Furnished, Secured, Indoor parking. Elevator facility. Both Manjeera and Bore Water. Only 1 house left for rent. Huda colony, Chanda Nagar. Landmark: Near Chanda Nagar MMTS, Opposite to Park.","₹ 9,500",https://apollo-singapore.akamaized.net:443/v1/files/0aynqaur0an62-IN/image,"India, Telangana, Hyderabad, Chanda Nagar"
Premium 3bhk flats@Moti Nagar,Premium 3bhk flats in 25 acres gated community in the centre of city with all world class amenities and full of greenery.,"₹ 1,07,00,000",https://apollo-singapore.akamaized.net:443/v1/files/wylrtajk16ks2-IN/image,"India, Telangana, Hyderabad, Moti Nagar"
Super-Built-Area 167 Yads Full Ventilation Individual House At Bodupal,167 SQ YADSEAST FACE8 years Building2BHKGround FloorIndependent HouseFull Develped AreaWith All AmenitiesCar ParkingMarble Flooring & Fall Ceiling24 hours transportationFull Manjeera & Bore Water FacilityLOCATIONBoduppalNear BandigardensWalkable Distance From Warangal HighwayAround All Facilities AcailableClear Title PropertySpot RegistrationAs Per VastLoan Available From All BanksBest Price Rs/- 89 Lakhs,"₹ 89,00,000",https://apollo-singapore.akamaized.net:443/v1/files/s4sshh65d3yq2-IN/image,"India, Telangana, Hyderabad, Boduppal"
2bhk flat is available for rent immediately,The flat is just 100m from mumbai highway. It is near to all basic amenities. East facing and vastu compliant.,"₹ 12,500",https://apollo-singapore.akamaized.net:443/v1/files/pgb5a0k1ybeo1-IN/image,"India, Telangana, Hyderabad, Madinaguda"
Kakateeya Residency,Well maintained. Furnished Fully water. Bore water and ManjeerawaterSeparate. Conection to kitchen for. Manjeera waterFully ventilationClubhouseSpacious. CaridorsOne. Car parking available Total. 25 flatesVery. Strong family  and friendly welfare Association. All Festival Celebrations at  ClubhouseCool weatherSurrounded by. Temples. SchoolsSupermarketsNear to JNTU Metro stationWalkable distance to. Main road,"₹ 46,50,000",https://apollo-singapore.akamaized.net:443/v1/files/vy7mxhqjsdu41-IN/image,"India, Telangana, Hyderabad, Bhandari Layout Nizampet village"
162 sq yads Well Established New Ready To Occupy Building @ Boduppal,"162  sq yads East face direction Newly Constructed House Full Developed Location Locality of House Boduppal Teliphone colony 3 km from warangal highwayClear title Property Immediately registration Perfect Vsth Near Facilities International Schools, colleges Multi Hospitals, clinics Family restaurants, Hotels Banks, atm's ect... Reasonable price of Property RS/- 88,00,000","₹ 88,00,000",https://apollo-singapore.akamaized.net:443/v1/files/blw40sbk33m21-IN/image,"India, Telangana, Hyderabad, Boduppal"
3BHK brand new building at just 16k.,"New building, well maintain well clean, with inbuilt cuboards in bedrooms and kitchen with two bathrooms. Spacious living room and kitchen with a balcony.well equiped with proper lightning and ceiling fans.","₹ 16,000",https://apollo-singapore.akamaized.net:443/v1/files/fyg7g2m5roz21-IN/image,"India, Telangana, Hyderabad, Tolichowki"
Independent House for Sale 3 Bedroom G + 1 Duplex in Suncity Hyderabad,"Beautiful 3 Bedroom G + 1  Duplex House for  Sale  in  Suncity  Hyderabad. 3  Bedroom House.1206  Sq feet Constructed Plinth Area Built on 62 Sq Yds Plot. Drawing, Dining, 3 Bedrooms, Big Hall,  2 Bathrooms, Washing Machine Area, Kitchen and Balcony.Car Parking. Clear Title.Borewell, Sump, Over Head  Water Tank Plenty of Water. Suncity Near Masjid Aalamgir /  Water Tank. Price:  Rs. 55  Lakhs.","₹ 55,00,000",https://apollo-singapore.akamaized.net:443/v1/files/scdria1t3yxc-IN/image,"India, Telangana, Hyderabad, Sun City"
New 4 BHK House @ 125 Sq.Yrd @ 75 Lakhs,"Project Name : NR Infra UltimusDesigner houses @ Rameshwar Banda Village Near ORR.Company Name : NR Infra21 Acres @ HMDA Project - Semi Gated Comunity with 4BHK Independent Houses (G+1)..Location : Ramesambanda Village, Near ORRHouses Sizes : 110 Sq.Yrds. - 4BHK - G+1 - 72 Lakhs125 Sq.Yrds - 4BHK - G+1 - 75 lakhs150 to 200 Sq.yrds - 4BHK - G+1 - 82 LakhsCharges : E : 2 Lakhs , NE Corner : 3 Lakhs  & Other Corner : 2.5 Lakhs.Location HighLights:- 0.5 Kms. Growth Corridor of Outer Ring Road.- Oak Dale International School- Ellenki Engineering college- 800 Acres Sultanpur Medical Device SezDistance to Project:Patancheruvu to Project : 5.5 KM - 15 min Drive.Patancheruvu to Venture : 5.5 KM - 15 Min DriveIndresham to Venture : 5.5 KM - 13 Min DriveORR Exit No : 4 to Venture : 4 KM - 11 Min DriveBeeramguda to Venture : 9 KM - 22 Min DriveKrishna Reddy pet to Venture : 6 KM - 17 Min Drive.Club House FacilitiesPosession time : May 2021Contact for ready to move in house.Regards,Anil Kumar M","₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/k9pz4vmjnc3l-IN/image,"India, Telangana, Hyderabad, Beeramguda"
Indipendent house,"Indipendent Registered Residential house 100 Square.yds, ground floor; at MoinBagh EdiBazaar main area. Asbestos; 2 bed rooms, Diwankhana, aangan dailan. No brokers.","₹ 40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/8pa7o5lx3x4w1-IN/image,"India, Telangana, Hyderabad, Happy Homes Colony"
4 BHK House @ 72 Lakhs only,"Project Name : NR Infra UltimusDesigner Houses @ Rameshwar Banda, Near ORRCompany Name : NR Infra21 Acres @ HMDA Project - Semi Gated Comunity with 4BHK Independent Houses (G+1).Houses Sizes : 110 Sq.Yrds. - 4BHK - G+1 - 72 Lakhs125 Sq.Yrds - 4BHK - G+1 - 75 lakhs150 to 200 Sq.yrds - 4BHK - G+1 - 82 LakhsCharges : E : 2 Lakhs , NE Corner : 3 Lakhs  & Other Corner : 2.5 Lakhs.Location Highlights:-0.5 Kms Growth Corridor of Outer Ring Road- 1 KM from Oak Dale International SchoolDistance to Venture:Patancheruvu to Venture : 5.5 KM - 15 Min DriveIndresham to Venture : 5.5 KM - 13 Min DriveORR Exit No : 4 to Venture : 4 KM - 11 Min Drive..Posession time : May 2021.","₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/xzu6p8hd4ozc2-IN/image,"India, Telangana, Hyderabad, Patancheru"
"House for sale 3bhk  suleman nagar , near khan palace",3bhk house for sale,"₹ 45,00,000",https://apollo-singapore.akamaized.net:443/v1/files/k6riy0s7ylv61-IN/image,"India, Telangana, Hyderabad, Suleman Nagar"
Intrested people can contact me,House for rent on 1st floorAttapur Near best price 2 bhk 1 washroomRent 11000DEPOSITE 30000Slightly negotiable,"₹ 11,000",https://apollo-singapore.akamaized.net:443/v1/files/bpzrd2nutrad-IN/image,"India, Telangana, Hyderabad, Attapur"
"Hakeem shah colony , near paramount gate number 1,toly chowki, Hyd.",2 bedroom portion for rent,"₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/8eptro59g3sb-IN/image,"India, Telangana, Hyderabad, Tolichowki"
I'd proof aadhar card Xerox & 1 photo,Pol ceiling good condition & LED light available full facilities available have,"₹ 8,500",https://apollo-singapore.akamaized.net:443/v1/files/qg8i7427qq773-IN/image,"India, Telangana, Hyderabad, Gosha Mahal"
Newly constructed House for sale road side view,"Want to sell our newly constructed House ready to move G+1+pent house 1Hall, 1 Bed room, 1Kitchen,1 Bathroom with white marble flooring and falseeling front side stone elevation","₹ 63,00,000",https://apollo-singapore.akamaized.net:443/v1/files/vh8f6jp0bbmd3-IN/image,"India, Telangana, Hyderabad, ECIL"
3 BHK deluxe flat for rent at mini gulshan colony tolichoki,"24 hour Water, watch manGood ventiletaron","₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/ck20vznpaso51-IN/image,"India, Telangana, Hyderabad, Tolichowki"
"Pre Launch!! OFFER @pati-kolluru, Patancheru. 2BHK,3BHK,DUPLEX.","Pre-Launch !!Luxurious Gated Community Flats @ Pati – Kollur, PatancheruProject name :- Ornate Feel The LuxuryProject Area:- 4.5AcresLocation :- Pati – Kollur, patancheruG+12Floors2 Basements Towers :- 2 TowersTotal flats :- 370UnitsFlats Sizes Details:- 2Bhk :- 1100 - 1400sqft.3Bhk :- 1400 - 2000sqft.Duplex :- 2500sqft (4Bhk)Ameneties And Club House.Swimming Pool, Yoga, Guest Rooms, Clinic 24×7, Electrical Car Charger Point, Gymnasium, Indoor Games, Outdoor Games Children Play Area, Convenience Store, Community Hall, Guest Room, Badminton and Etc.Location Highlights Advantage.1. 2Minute Drive To Patencheru Bus Station.2. 10Minute Drive To Bhel & Lingampally 3. 10Minute Drive To Outer Ring Road Exit 3.4. 20Minute Drive To Miyapur Metro 8. 30Minute Drive To Hitect City.9. 30Minute Drive To Financial District Payments Options :-Option 12,399/- Per Sqft Upfront Payment Option  Within 30Days Full Payment.Including Ameneties Option 23,399/- Per SqftBank Loan Option Within 30 Days 50% Payment Remaining 50% By Bank Loan.Option 34,199/- Per Sqft Bank Loan Option Within 30 Days 20% Payment Remaining 80% By Bank Loan.Possession:- 2YearsPlease Contact For Further Information","₹ 29,32,800",https://apollo-singapore.akamaized.net:443/v1/files/1oczz3thcfj7-IN/image,"India, Telangana, Hyderabad, Patancheru"
Limited Apartments aged 5 years,Decent Location Near to Saket Towers & Land Mark Apartments.  Only 4 Floors and 8 Flats each floor 2 Flats only. Our's flat is East Facing and two balconies one is at Hall viewing Saket Towers fresh Air and ventilation in Hall and another Balcony is at Kitchen towards Road facing. No water problem in summer also. Ready to occupy,"₹ 43,00,000",https://apollo-singapore.akamaized.net:443/v1/files/2zqqb7n2ttpk3-IN/image,"India, Telangana, Hyderabad, Saket"
Independent 3bhk flats for sale at Asif nagar Main Road,"An illustrious investment 3bhk flats for sale at prime location of Mehdipatnam, Asif nagar Main Road Welcome to a brilliant new urban address,It offers a charm and character that no other architecture can. Easy accessibility to any part of the city and the proximity to reputed schools,  hospitals and shopping malls make Asif nagar a most coveted setting for those who cherish a comfortable and luxurious life. Three lifts of 6 persons capacity from standard make Genesis generator will be provided Luminous Invertors or equivalent Water harvesting pit And many more For more details contact","₹ 1,22,32,500",https://apollo-singapore.akamaized.net:443/v1/files/zkebohegwzft1-IN/image,"India, Telangana, Hyderabad, Mehdipatnam"
Independent House for Sale at Hayathnagar 145 sq. Yards  Urgent.,Independent House for Sale at Hayathnagar 145 sq. Yards  Urgent.Only genuine buyers may contact.Clear title and registered document,"₹ 76,00,000",https://apollo-singapore.akamaized.net:443/v1/files/nd7n96euc6le3-IN/image,"India, Telangana, Hyderabad, HayathNagar"
Hi-Rise Luxury apartment Flats@Aminpur-Chandanagar in Gated community,"Hi-Rise Luxury apartment Flats in Mega Gated community with 5star amenities @Aminpur-Chandanagar,From Miyapur metro station just 5km,From Chandanagar central mall 2km,Back side of Janapriya apartment Flats, Pre launching offer is going on, Price @3099/per sft(With including all amenities and car parking charges)Payment should be within one month, Call us for site visit and flat booking,","₹ 43,00,000",https://apollo-singapore.akamaized.net:443/v1/files/q7ij95kljd1d-IN/image,"India, Telangana, Hyderabad, Aminpur"
Hi-Rise Luxury apartment Flats@kompally in Mega Gated community,"Hi rise luxury apartment Flats in Mega Gated community with 5star amenities @Kompally, After Kompally fly over left side ,from medchal highway just 2nd bit,Beside Anthem Villas project, Its 5acres Gated community, 3 Towers,2 bhk and 3bhk available Pre launching offer is going on, Price @3099/per sft(With including all amenities and car parking charges)Payment should be within one month Call us for site visit and booking","₹ 47,00,000",https://apollo-singapore.akamaized.net:443/v1/files/7i8ndsykk0pu1-IN/image,"India, Telangana, Hyderabad, Kompalli"
344 sq.yds g+1 House for Sale,"344 sq.yds g+1 Independent House for Sale, East facing.Huda layout, Located at Priya Colony, Guddimalkapur, Mehdipnam.","₹ 4,00,00,000",https://apollo-singapore.akamaized.net:443/v1/files/eeqe0fsccgq11-IN/image,"India, Telangana, Hyderabad, Mehdipatnam"
21 acres ready to move HMDA VILLAS NEAR BEERAMGUDA RAMESWARAM BANDA,READY TO MOVE HMDA APPROVED VILLA PROJECT GATED COMMUNITY VILLAS NEAR BEERAMGUDA RAMESWARAM BANDA,"₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/fkiubksze9fs3-IN/image,"India, Telangana, Hyderabad, Miyapur"
GHMC approved 2 bhk flat for sale,"East facing, 1180 sft , corner site","₹ 48,00,000",https://apollo-singapore.akamaized.net:443/v1/files/to2hd3terzhq3-IN/image,"India, Telangana, Hyderabad, Mithila Nagar"
Supar sell,Arjant mani,"₹ 49,00,000",https://apollo-singapore.akamaized.net:443/v1/files/r6yauh1jhkcv1-IN/image,"India, Telangana, Hyderabad, Medipalle"
Do Smart Your Home and Cantrol Whit Your Phone,it’s Smart Device just in reasonable price do your Home Smart control with phone more details call me,"₹ 2,000",https://apollo-singapore.akamaized.net:443/v1/files/6kw86kmjlpvf3-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
Beautiful and spacious 3 bhk house with furnished house for rent,"Property is near Hitech MMTS railway station, 500 meters distance from Hitension road. All rooms with cupboards, secured CCTV in all floors. Privacy like independent house.","₹ 22,000",https://apollo-singapore.akamaized.net:443/v1/files/eagvc0qevac7-IN/image,"India, Telangana, Hyderabad, Housing Board Colony"
"Ready to move, Centrally located 2 BHK appartment for sale","2 BHK APPARTMENT  VERY CLOSE TO SKANDHAGIRI TEMPLE, PADMARAONAGAR, SECUNDERABAD.  ONE & HALF Kms from Secunderabad railway station &  Metro rail station.  Centrally located with all amenities like hospitals, schools, colleges, markets, railway station, bus station etc are within a radius of 2 Kms. No water problem.","₹ 40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/lh0tikj34fbb-IN/image,"India, Telangana, Secunderabad, Padmarao Nagar"
4BHK DUPLEX FOR RENT IN BANJARA HILLS ROAD NO-12,"4BHK Duplex for Rent in Banjara hills Road no12,west facing,2parking,good Ventilation,Walkable distance from main road,24/7 water and power,Located in Peaceful area,FEEL FREE TO CALL","₹ 55,000",https://apollo-singapore.akamaized.net:443/v1/files/6ce37b78gkkk1-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
"Sai Leela nilayam, Annapurna colony arch, Canara Nagar Uppal Depot Hyd","Independent House for Sale, 70 sqyards, G + 1 st floor + Pent House, Very Near to Anutex shopping Mall, Vishal Mega Mart, Domino's, Warangal NH highway,  Main road,  K.L.M. shopping Mall etc., Ready to move","₹ 70,00,000",https://apollo-singapore.akamaized.net:443/v1/files/c3u0fmv2vulu-IN/image,"India, Telangana, Hyderabad, Medipalle"
3bhk semi furnished flat for rent,Kondapur raghavendra colony,"₹ 25,000",https://apollo-singapore.akamaized.net:443/v1/files/n1hyeonya4uo3-IN/image,"India, Telangana, Hyderabad, Kondapur"
Looking for urgent tenant at Shivrampally house for 1bhk,1bhk with good Varanda with water 24*7 with good society,"₹ 6,000",https://apollo-singapore.akamaized.net:443/v1/files/nlqymio4xmc01-IN/image,"India, Telangana, Hyderabad, Attapur Ring Road"
G + 2 INDEPENDENT HOUSE on 45 Sq.Yards FOR SALE,"Ground plus 2 floors independent house on 45 sq.yards for sale near shantinagar water tank, North Lalaguda..","₹ 40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/jo05pwayvjtd1-IN/image,"India, Telangana, Hyderabad, Lalapet"
Luxury 5bhk villas@Tellapur,Luxury 5bhk villas with home theatre in a gated community built in 410 Sq.Yds 5247 Sft with world class amenities.,"₹ 4,50,00,000",https://apollo-singapore.akamaized.net:443/v1/files/hd0o0pf0qq1g2-IN/image,"India, Telangana, Hyderabad, Tellapur"
3bhk flats Pre-launch@Wipro circle,Premium 3bhk flats in a luxury gated community att Gopanapalli near Wipro circle is on Pre-launch sale,"₹ 69,19,000",https://apollo-singapore.akamaized.net:443/v1/files/ktjt29tmkbwg3-IN/image,"India, Telangana, Hyderabad, Gachibowli"
My home sweet home,Residential house,"₹ 55,00,000",https://apollo-singapore.akamaized.net:443/v1/files/69239r6zcp6l1-IN/image,"India, Telangana, Secunderabad, Tarnaka Nagarjuna Nagar"
Ready villas available near beeramguda Rameswaram Banda,READY to move HMDA APRROVED VILLAS AVAILABLE NEAR BEERAMGUDA RAMESWARAM BANDA 21 acres project,"₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/xl2ow8hlz9241-IN/image,"India, Telangana, Hyderabad, Miyapur"
G+1 House for sale BNReddy Nagar,G+1 ready to move house,"₹ 76,00,000",https://apollo-singapore.akamaized.net:443/v1/files/9lc6ia78hxp1-IN/image,"India, Telangana, Hyderabad, Nadargul"
two bhk very big hall kitchen water facility also three bhk call me,one bhk two bhk three four bhk all facility here intrested family ya bachelor's please contact and msg on wtsapp,"₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/lbq22drpw56j2-IN/image,"India, Telangana, Hyderabad, Tolichowki"
Double Bedroom for rent in Ameerpet,"Double bedroom for rent in Ameerpet , Divya Shakti Apartments Can see the flat only on Sunda from afternoon and Monday","₹ 16,000",https://apollo-singapore.akamaized.net:443/v1/files/lyu5k710jrca2-IN/image,"India, Telangana, Hyderabad, Ameerpet"
NANAKRAM GUDA CIRCLE TO JUST 30 Mtrs.ONLY 4200/- PER SFT.ROAD BIT,World class Amenities Luxury apartments,"₹ 42,00,000",https://apollo-singapore.akamaized.net:443/v1/files/35w3owokd2091-IN/image,"India, Telangana, Hyderabad, Vijaya Nagar Colony"
LV Skys - kollur,"684 Flats Fully Gated This is Pre-Launching Possession -2.5yrs100% cash (30days)-Sft Rs1,999/-70% Bank loan - Sft Rs2,700/-Carparking & Amenities Extra 2bhk - 2 Lks 3bhk - 3 Lks","₹ 21,00,000",https://apollo-singapore.akamaized.net:443/v1/files/v8g56j1djcx33-IN/image,"India, Telangana, Hyderabad, Miyapur"
3BHK flat for rent on 2nd floor,Flat for rent on 2nd floor newly furnished ready to give on rent only interested person can call or message. Timepassers stay away,"₹ 11,000",https://apollo-singapore.akamaized.net:443/v1/files/rtecqrz4d6sl3-IN/image,"India, Telangana, Hyderabad, Gazi Band"
"2 bhk fully furnished for rent behind genesis international school,","2 bhk independent house for rent in ground floor located in divyasreenagar, Mallareddy colony, beeramguda.Very near to Monday market, schools and hospitalsVery peaceful  and decent areaHouse is furnished with complete  wood workGot manjira and bore water supplyAvailable  immediately","₹ 10,500",https://apollo-singapore.akamaized.net:443/v1/files/dgz1nezxyz5s1-IN/image,"India, Telangana, Hyderabad, Beeramguda"
Single room available for 1person,2 room with hall kitchen and 1 bathroom we are staying in one room and another room is available...,"₹ 4,000",https://apollo-singapore.akamaized.net:443/v1/files/e6m8xu8y17sc-IN/image,"India, Telangana, Hyderabad, Sanjeeva Reddy Nagar"
Deluxe flat for sale,"Well furnished flat with good facilities with wardrobe available in every room located nearby hospitals like thumbay new life,muslim maternity and walkable distance to metro and mgbs depot.","₹ 40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/1eaz4qbpsnse1-IN/image,"India, Telangana, Hyderabad, Usman Pura"
Newly furnished with caboards A/C zoomer lights fans,Should maintain neatly and responsibly,"₹ 13,000",https://apollo-singapore.akamaized.net:443/v1/files/bwy4dwux3uj93-IN/image,"India, Telangana, Hyderabad, Nizampet"
2Bhk flat for sale 1044sft North Faceing fully furnished,2Bhk flat for sale 1044sft North Facing fully furnished having 2balconies 1car parking 1bike parking Near by Colleges Hosptials etc.  Prize 32lakhs &Negatiation,"₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/oiaa34g6lewk-IN/image,"India, Telangana, Hyderabad, AS Rao Nagar"
1bhk for only 8000,Newly painted house with full ventilation,"₹ 8,000",https://apollo-singapore.akamaized.net:443/v1/files/pwbdhiuweojx2-IN/image,"India, Telangana, Hyderabad, Begum Bazar"
House for rent,House for rentCall me on seven six seven zero eight zero triple one six,"₹ 9,000",https://apollo-singapore.akamaized.net:443/v1/files/8323nq6gs5c23-IN/image,"India, Telangana, Hyderabad, Kowkur"
1bed room hall kichan,1 bedroom hall bathroom kitchen available & 1room kitchen Yousufguda near metro station 99120call78564 24 hour water,"₹ 8,000",https://apollo-singapore.akamaized.net:443/v1/files/39pdpven187h2-IN/image,"India, Telangana, Hyderabad, Yousuf Guda"
Rich look flat @ 26 only,"No consultants please. This should be closed within 20 days. Nice colony with all amenities. All work done. ExpensiveFlooring, top class Wardrobes with stylish TV unit with minimum 11k rental value. Main road property. It’s on 3Rd floor without lift. Steps are small and wide, so it’s a easy go...fitness freaks, young family and ppl who want to be healthy can book this now...","₹ 26,00,000",https://apollo-singapore.akamaized.net:443/v1/files/3xqh1qzymvhd2-IN/image,"India, Telangana, Hyderabad, Neredmet"
"At patancheru Gated Community Apart 1,2 Bhk Flats for sale","Luxurious Gated Community Flats for sale at Patancheru. 1 BHK, 2 BHK, Flats For SaleHMDA Approved and RERA Registered Project.","₹ 20,47,500",https://apollo-singapore.akamaized.net:443/v1/files/1k6y1z7df79-IN/image,"India, Telangana, Hyderabad, Madhapur"
