title,description,price,images_url,location
"G+2 House for Sale. With Lift, Full LRS Paid, fully verified Documents","* Very very important *From 26th Aug 2020, it is declared by Registration offices in Telangana that Plots/houses will not be registered if they do NOT have LRS (or) do NOT have approval from competant authority (GP/Muncipality/HMDA) This plots/houses have LRS approval and construction approval.Suggestion: Please do not buy unapproved layout(NO LRS) plots/houses from now on and dont lose valuable money and time.***North West corner and two West facing G+2 houses for sale.Rs.1,65,00,000 per each house. (Negotiable)All major bank loans available.*** Each floor registration is also available, if any Three friends/colleagues ready to buy each floor ***188.88 Square yards, Total slab area 4100 SQ Ft. (per house).Very good quality construction with good quality materials.G floor contains 2 BHK (Can get rent upto Rs.12000).G+1 contains 3 BHK (Can get rent upto Rs.15000).G+2 contains 3 BHK (Can get rent upto Rs.15000).100 % authentic documentation, fully verified.Total Rent income can get upto Rs.42000 to Rs.45000.Lift facitlity is available.Independent borewell for each house.LRS from HMDA completely paid.Brick work is completed and plastering work in progress.High quality construction.25 feet roads.Finishing works also in progress, Can be handed over in 3 to 4 months.Very near to Bachpan, AHPS and Fusion International schools.Very near to Vegetable markets.Very near to two petrol bunks.1.5 km to Chandanagar High way road.","₹ 1,65,00,000",https://apollo-singapore.akamaized.net:443/v1/files/pz862niu587x-IN/image,"India, Telangana, Hyderabad, Chanda Nagar"
3BHK Independent House (G+1),"3 BHK Independent House for sale in Hyderabad.  This property is in Samatha Colony, Tolichowki near 7 Tomb road. This 3 BHK unit is spaciously designed with ground floor (Hall, Kitchen, 1 bedroom, drawing room, 2 bathrooms) and First floor (Hall, Kitchen, 2 bedrooms, drawing room, 2 bathrooms). It is best suited for all kinds of families. This is a North facing property. Corporation Water is available.The total plot area is 839 square feet and built-up area is 1668 square foot.","₹ 90,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ijr8kuo3l9mq-IN/image,"India, Telangana, Hyderabad, Tolichowki"
New Independent House,Rent for 3bhk new independent house in gated community,"₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/esarhnyq1dnc2-IN/image,"India, Telangana, Hyderabad, Ameenapur"
Clear Title,"We are ready to sell independent house of 102 square yards, east facing with tap and bore water facility.","₹ 45,00,000",https://apollo-singapore.akamaized.net:443/v1/files/vjo6rjjzq6rz-IN/image,"India, Telangana, Hyderabad, Nacharam"
2 BHK House for rent in Mammillagudem,2 BHK House for rent in Mammillagudem,"₹ 4,800",https://apollo-singapore.akamaized.net:443/v1/files/bj1z861pz4tc3-IN/image,"India, Telangana, Khammam, Burahanpuram"
Hi friends 2 BHK flat for sale Santosh Nagar beside Pista House,2 BHK flat for sale very near to main road beside Pista House 50 metres main road star apartment 2nd floor one car parking 2 bike parking with lift School colleges hospitals very near vegetable marketNewly fall ceiling ambient lighting fans doors and many morePlease interested person call,"₹ 35,00,000",https://apollo-singapore.akamaized.net:443/v1/files/q1hj1p9q9dvm3-IN/image,"India, Telangana, Hyderabad, Santosh Nagar"
Good ventilation near by kids playing park bus stand 5years old,Carparking lift genrater powerbackup fallcelling wood work bore water manjer all aminites are including,"₹ 41,00,000",https://apollo-singapore.akamaized.net:443/v1/files/st6qfnbyr2or3-IN/image,"India, Telangana, Hyderabad, Bhandari Layout Nizampet village"
1 BHK for rent,1bhk for rent,"₹ 5,500",https://apollo-singapore.akamaized.net:443/v1/files/qarl01taaim41-IN/image,"India, Telangana, Hyderabad, Dammaiguda"
"1BHK 24Lakhs , 2BHK 32Lakhs, Duplex: 67 Lakhs,G+1 48Lakhs in ECIL side","Ready to move Independent houses in dammaiguda Gated community venturefacing 100% vasttuNear by Schools: Gouthami group off school, Oak valley international school,SR Digi schoolColleges: sri vaishnavi Jr.collageNear by Hospitals: Shri Adhithya Hospital,sunlife's hospitalNear by shopping malls: MVR Arcade nagaram,Kalyana mahalaxmi shopping mallNear by Temples: sri balanjaneya swamy templeNear by Markets: more super market, Heritage fresh market24hrs water supplyUnder ground drainage pipe lineCC and BT roadsDifference between Gated and Non gatedGated community with solar fencingLoan approved projectFrom nationalized banks & gic 80% to 90% on offer price10% extra AmenitiesWe also have 30+ Gated community ventures like Independent house, Apartments, Open plots, Duplex house in Gated communityIn between Dammaiguda to keesara","₹ 45,00,000",https://apollo-singapore.akamaized.net:443/v1/files/5nzegjai28ch3-IN/image,"India, Telangana, Hyderabad, ECIL"
Luxury Houses at Narapally. 11 km from Habsiguda.,"2 BHK luxury houses available in well developed township at Narapally .HMDA final approved layout.11 km from Habsiguda and 7 km from Uppal depo.Nearby Infosys, Raheja and Genpact.Inside ORR.Surrounding byInternational schools and colleges.Multiplex theaters and shopping Mall.Well developed Colony. No Water Pollution, no Air pollution and no sound pollution. Ready to Gruhapravesam.Please call Srinivas","₹ 85,00,000",https://apollo-singapore.akamaized.net:443/v1/files/17brtzn4aww33-IN/image,"India, Telangana, Hyderabad, Narapally"
2nd floor 2bhk for rent,A independent floor 2bhk for rent24/7hrs water  supplyBoth corporation water and bore wellNo maintenanceEast facing2bhk with attached bathrooms,"₹ 6,500",https://apollo-singapore.akamaized.net:443/v1/files/063no42uvwgn2-IN/image,"India, Telangana, Hyderabad, Almas Guda"
Flat for sale at nallagandla,Flat for sale at nallagandlaG+5floorsEvery floors 3flats,"₹ 90,00,000",https://apollo-singapore.akamaized.net:443/v1/files/g4zbs6ul2j8t3-IN/image,"India, Telangana, Hyderabad, Nallagundla"
Flats available for rent,Rent flats,"₹ 11,000",https://apollo-singapore.akamaized.net:443/v1/files/qzec7yw5ufwc3-IN/image,"India, Telangana, Hyderabad, Attapur"
1000 sft 2years old carparking lift generater carparking fallcelling,Power back borewater manjera water concation up All aminites are including price 38laks,"₹ 38,00,000",https://apollo-singapore.akamaized.net:443/v1/files/c9x1ct0kxxh63-IN/image,"India, Telangana, Hyderabad, Bhandari Layout Nizampet village"
Urgently sale G+2 100 sqd building for sale,"Urgently sale building  100 sqd  G+2  for sale only 6 year old. Ground floor  2 bhk, 1and 2 floor 3 bhk.Genuine buyer call me or mag me.","₹ 1,10,00,000",https://apollo-singapore.akamaized.net:443/v1/files/k2uu1cz4wxbv1-IN/image,"India, Telangana, Hyderabad, Moghalpura"
"Luxury flat with 3bhk for sale at secunderabad, padmarao nagar","Luxury flat with 3bhk for sale at secunderabad, padmarao nagar,2700 sft7200/- per sft,with all facilities.total 5 floors","₹ 1,52,40,000",https://apollo-singapore.akamaized.net:443/v1/files/dd8kalm6na7i-IN/image,"India, Telangana, Hyderabad, Padma Rao Nagar"
luxury Two rooms Furnished Flat4RENT At VIP ROAD,"Fell king at VIP road Heart Of the City️The studio Apartment is not shared and it will be fully yours( it’s not a PG, zolo, oyo, nest away)️️the studio home is New...you will be the Second tenant (owner vibes)️️Location : Main Road Banjara Hill rd #13 ️️What are available?Modular kitchenWestern WashroomBalcony with Green EnvironmentDinning Table with Four Chair seatingfull rack cupboardsFridgeSmart TV On demandGeyserfully Auto Washing machineBed (2) with MattersWiFi On demandCCTV ( security)Electric Stove,( security Gard )️I am the owner so no brokerage fee ️️Rent- 15,000 ️Feel Free to Contact/Whatsapp me at:","₹ 13,500",https://apollo-singapore.akamaized.net:443/v1/files/trfsaimkmdy13-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
Excellent 1 BHK FULLY FURNISHED,"AC, Refrigerator, Washing machine, Led tv with tata sky, iron wardrobe, cots, diwan cot , gas stove with cylender etc","₹ 15,500",https://apollo-singapore.akamaized.net:443/v1/files/e9nmq49lw87n1-IN/image,"India, Telangana, Hyderabad, Yousuf Guda"
newly constructed 3bhk flat for sale in himayatnagar having all facili,newly constructed 3bhk flat for sale in himayatnagar in this flat you will get 2 bed rooms with attached bathrooms and pujaroom kitchen one baclony car parking and many moreit is a gated community venture very near to main roadcall us for best deal,"₹ 89,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ynvg9u4sr91f-IN/image,"India, Telangana, Hyderabad, Himayat Nagar"
"2BHK Flat For Rent, located at SRT Colony near Arafat ground,Yakutpura","Flat for rent located at SRT Colony, near Arafat ground, Yakutpura. The flat has 2 bedrooms with balconies, 2 bathrooms, drawing room, hall and kitchen. It is situated at first floor and is properly ventilated.Looking for a small and well settled family with good income.Interested buyers can contact me at- 8️⃣3️⃣2️⃣8️⃣4️⃣2️⃣2️⃣5️⃣5️⃣2️⃣","₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/grkkco856t222-IN/image,"India, Telangana, Hyderabad, Yakutpura"
"Luxury Flat at nacharam road, mallapur(Ecil road) swimming, gym,etc","Luxury Flat at nacharam road, mallapur(Ecil road) swimming, gym,etc.Luxary Flat at mallapur Nacharam Road, Modi Builders Mayflower Park Near Bus Road, 700 sq feet, 29 Lacs only, Loan Available. Swimming pool, Gym, Children Park, Play Area, Etc.,","₹ 29,00,000",https://apollo-singapore.akamaized.net:443/v1/files/wxemgbqrgkw72-IN/image,"India, Telangana, Hyderabad, Mallapur"
NEAR ORR 1KM DISTANCE FLATS IN KOLLUR 3 YEARS CONPECT,NEAR ORR 1KM DISTANCE FLATS IN KOLLUR 3 YEARS CONPECT,"₹ 31,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ok0c17bq393k1-IN/image,"India, Telangana, Hyderabad, Narsingi"
Per sft. 4200/- near by nanakramguda circle OPP  lancho hills,World class imminities all luxuries appartments and one of the most biggest builder and architecture to construct our project,"₹ 42,00,000",https://apollo-singapore.akamaized.net:443/v1/files/abdh2fp3fiz91-IN/image,"India, Telangana, Hyderabad, Gachibowli"
"1bhk pent house for rent to bachelors, 2bhk,3bhk for rent contact us","1bhk pent house for rent to bachelors, 2bhk,3bhk for rent contact us for more details8   6   8   6   0     6   4   0   9   0","₹ 5,500",https://apollo-singapore.akamaized.net:443/v1/files/b4st4gh5kfjv3-IN/image,"India, Telangana, Warangal, Teacher Colony"
900 sft 2bhk ready to move independent house available in Ahmadguda,"Amenities :- 10% Extra charges-120 sqyrds 900 sft 2bhk independent house-Gated community venture-just 6 km from ecil-23 Kms from Secunderabad railway station1) Loan Approved Project From Nationalized Banks & Gic 80% On Offer Price2) Near To Requel Ford International School, Jubilee Hills Public School, St Andrews School3) Near To More & Ushodaya Super Market, Vishal & D-mart4) Very Close To The Aditya Multi Speciality Hospitals, Vijaya & Sudha Hospitals5) 10 Minutes Drive To Pocharam Infosys And It Corridor6) With In The ORR Keesara & Ghatkesar, With Ghmc Limits7) 5 Mins Driver to ORR","₹ 49,00,000",https://apollo-singapore.akamaized.net:443/v1/files/uri8h6vewivc3-IN/image,"India, Telangana, Hyderabad, Ahmadguda"
PARIJATHA ICON II,Hirise Gated Communicty,"₹ 21,48,925",https://apollo-singapore.akamaized.net:443/v1/files/2koqciy26s8x1-IN/image,"India, Telangana, Hyderabad, Shamirpet"
3BHK flat (ready to move in) Sale/Rent,"Located in Hanamkonda, 3BHK flat with all woodwork done is available for sale/rent. For further details message me on OLX.","₹ 60,00,000",https://apollo-singapore.akamaized.net:443/v1/files/eauyp1lr4yi9-IN/image,"India, Telangana, Warangal, Hanamkonda"
1 BHK portion for Bachelors or Family near Chikkadpally Metro,"1 BHK portion available for Bachelors or Family near Chikkadpally Metro.1st floor24 hours waterNear to main road and metro, Bus Stop.Rent: 7000/-Deposit: 7000/-Also available 1 room kitchen for bachelorsRent: 4000/-","₹ 7,000",https://apollo-singapore.akamaized.net:443/v1/files/c7ftgtoiqv4h2-IN/image,"India, Telangana, Hyderabad, Chikkadpally"
10000  rent 2months advance electric bill extra,Near to shapurnagar market,"₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/w59gtoyul6i83-IN/image,"India, Telangana, Hyderabad, Qutbullapur"
Good apartment,We areselling apartment ingood locality,"₹ 35,00,000",https://apollo-singapore.akamaized.net:443/v1/files/393vbezv8cca1-IN/image,"India, Telangana, Hyderabad, Kachiguda"
Semi furnished single room on rent,Semi furnished 1rk available for bachelors and family  in gated community,"₹ 8,000",https://apollo-singapore.akamaized.net:443/v1/files/7aibqz3jemjo2-IN/image,"India, Telangana, Hyderabad, Kukatpally"
new independent house for sale at affordable price,"1350sft independent house build upon a 167 sq yards north-east facing plot, 2bhk , house includes:1. spacious living room and a kitchen.2. 2 bedrooms (master bedroom with anattached bathroom and a childrenbedroom), and a common bathroom.3. enough space for parking a car and a bike.4. cleared title house.5. 24/7 water supply.venture description:1. venture is located in kundanpally.2. underground drainage system.3. 24/7 water supply.4. well developed infrastructure (roads, electricity).5. 24/7 security.other details:1. loan facility available.2. LRS paid.3. T&C apply.","₹ 60,23,000",https://apollo-singapore.akamaized.net:443/v1/files/znjt1oqsovg81-IN/image,"India, Telangana, Hyderabad, ECIL"
1 bhk for bachelors and family,1 bhk available for family and bachelors in kondapur near chirag school interested can call me,"₹ 9,000",https://apollo-singapore.akamaized.net:443/v1/files/svrzi4a77oc12-IN/image,"India, Telangana, Hyderabad, Kondapur"
Well developed DTCP open Plots in shadnagar,Well developed DTCP open Plots in shadnagar,"₹ 11,00,000",https://apollo-singapore.akamaized.net:443/v1/files/3ea298uow912-IN/image,"India, Telangana, Hyderabad, Nandigama"
"At Patancheru Gated Apart 1,2,3 Bhk Flats for Sale","Luxurious Gated Community Apartment Flats for Sale at Patancheru.1 Bhk 650sft - 23,47,500/-2 Bhk 910sft - 32,66,500/-3 Bhk 1300sft - 45,95,000/-20% Down Payment 80% Bank Loan ( SBI, LIC Housing, IIFL)HMDA Approved and RERA registered Projects","₹ 28,66,500",https://apollo-singapore.akamaized.net:443/v1/files/4to4sf5zbwmh-IN/image,"India, Telangana, Chitkul, Ramachandrapuram"
READY FOR SALE,independent house ready for salein nadergul jaisuryapatnam,"₹ 58,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ocrwkltpetue3-IN/image,"India, Telangana, Hyderabad, Nadargul"
We do appartment construction office and villas on reasonable price.,We construct anywhere in hyd. Sahara home Construction co. We construct on ur budget. Premium quality construction on 1500/-  persft on tryn key. For further details pls contact us feel free Chandu lal baradari near water filter 3 bhk flats for sale at 50 lac,"₹ 50,00,000",https://apollo-singapore.akamaized.net:443/v1/files/sonr0qk4voj91-IN/image,"India, Telangana, Hyderabad, Bahadurpura"
flat at Shaikpet opposte Dmart,I have a flat 2BHK available just opposite to D mart inside falcon valley Shaikpet which is on highway road and peaceful and calm society . Plenty of water supply and rare power cuts . Maximum 3 members permitted either family or bachelor's . Plz don't disturb if members exceed . No car parking .,"₹ 16,500",https://apollo-singapore.akamaized.net:443/v1/files/0hzurzkzwga33-IN/image,"India, Telangana, Hyderabad, Shaikpet"
2BHK FOR RENT  2ND FLOOR NO LIFT,Bore water 24hrs no lift flat available  in 2nd floor near main road malkajgiri opposite  UCO BANK bank lane,"₹ 7,000",https://apollo-singapore.akamaized.net:443/v1/files/ijejjmf9v3rv2-IN/image,"India, Telangana, Hyderabad, Malkajgiri"
2BHK house for rent,"2BHK house for rent in Al hasnath colony, street no 7, tolichowki. main road on walking distance","₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/wmj3cudy6nkl1-IN/image,"India, Telangana, Hyderabad, Tolichowki"
D D COLONY 3 BHK FLAT FOR RENT,6)	24 hours journey facility available.7)	Peaceful location8)	Good ventilation.9)	Rent 26000 per month.10)	Genuine people's contact me.11)	Room for working employees male only 3 room with  bathroom.  Indian and Western two bathroom in first floor a maximum. call me for guiding the location.12)	Near main road,"₹ 25,000",https://apollo-singapore.akamaized.net:443/v1/files/febhmjdsso3f2-IN/image,"India, Telangana, Hyderabad, DD Colony"
New nallakunta 3 Bed room For Rent,At New nallakunta 3 Bed room For Rent24 hours watern rear cut power,"₹ 20,000",https://apollo-singapore.akamaized.net:443/v1/files/11b1k2uyy5g5-IN/image,"India, Telangana, Hyderabad, Shivam Road"
old nallakunta 3rd +flower 600sft rent 9000 nice view near,one Bhk old nallakunta 3rd +flower 600sft rent 9000 nice view near    MAIN ROAD,"₹ 7,000",https://apollo-singapore.akamaized.net:443/v1/files/e4opxn454ne72-IN/image,"India, Telangana, Hyderabad, Nalakunta"
New Nallakunta 2 BHK very good location  price more please contact me,2 bhk at new nallakunta,"₹ 10,500",https://apollo-singapore.akamaized.net:443/v1/files/12qlxksuvfb21-IN/image,"India, Telangana, Hyderabad, Shivam Road"
SHIVAM ROAD 1BHK FLAT family are bachelor both of given please con,1 BHK bachelors very good location at lowest price 24 hours water electricity maintenance are included for more details please contact me,"₹ 7,500",https://apollo-singapore.akamaized.net:443/v1/files/m5oyw5oqr0752-IN/image,"India, Telangana, Hyderabad, Shivam Road"
Shivam road 3bhk brand new,Brand new 3bhk Shivam road,"₹ 1,40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/bzazbakz1thh-IN/image,"India, Telangana, Hyderabad, Shivam Road"
2 Bhk HMDA Flats For Sale in Mallampet,HMDA Ready to Move Flats For In Mallampet 2 Bhk - 1120 ; 1105 sft East Facing1107 - west Facing3 Bhk - 1407 sft West Facing4200 per sft negotiation + 3 lacs Aminities,"₹ 47,00,000",https://apollo-singapore.akamaized.net:443/v1/files/26b33uds3cwd2-IN/image,"India, Telangana, Hyderabad, Mallampet"
1 bhk for bachelors and family,1 bhk semi furnished flat available for bachelors and family in kondapur.,"₹ 11,000",https://apollo-singapore.akamaized.net:443/v1/files/g4z5oz6beg47-IN/image,"India, Telangana, Hyderabad, Kondapur"
"2BHK Flat 8000 Ground Floor,Car Park,Near srinivasa Theatre","2 BHK Ground Floor Apt for 8000 Near Uppal Srinivas Theatre ,Genpact with car parking - Apx 1 km from uppal Genpact- Carparking- Buss tand 0.5 Km- Nearer to the Main Road- whatsapp me for location details Phone - Nin sics Eight six six one two eight nine five- Rent 8000 Maintaince -700- Address ,G2 ,Raghavendra Residency ,Friends Colony ,1/2 Km from uppal Busstand  LandMark - Next lane to SBI Bank Uppal Branch","₹ 8,000",https://apollo-singapore.akamaized.net:443/v1/files/myit8lmicek22-IN/image,"India, Telangana, Hyderabad, Uppal"
850 sft 2bhk proposed house near by ecil,"100 sqyds 850sft2bhkGated community ventureIndependent proposed houseloan approved project With g+2 specificationsUnder ground drainage systemnear  by:- schools, colleges, hospitals, ATM's, shopping malljust 10min drive from ecil","₹ 35,00,000",https://apollo-singapore.akamaized.net:443/v1/files/f09n7ycr7lhc1-IN/image,"India, Telangana, Hyderabad, Kundanpally"
2BHK Independent house available in Dammaiguda near ecil,"145 sqrd , 1200sft-Facings : East -Gated community venture  - Bank loans also available - Under GHMC limits GP layout - Under ground drainage system -24X7 water facility -Plantations and park -Solar fencing -Very closed to Nagaram Arogya Vanam Park-Near by schools, colleges, hospitals, super markets , ATM, saloons, atc.-main road to 0.5km -ORR to 3km -Secunderabad to 18km -ECIL to 4km","₹ 70,00,000",https://apollo-singapore.akamaized.net:443/v1/files/zchngkd0l5np3-IN/image,"India, Telangana, Hyderabad, ECIL"
3 BHK fully furnished flat for rent in kundapur East facing,3 BHK fully furnished flat for rent in kundapur 24 hours water facility full cupboard geyser fan light AC bed and mattress fridge washing machine  sofa set TV  car parking power backup good location near main road suitable for family  rent 27000+2000 maintenance ready to move more details Agent krishna Plz call me,"₹ 27,000",https://apollo-singapore.akamaized.net:443/v1/files/fg3icegq17vz1-IN/image,"India, Telangana, Hyderabad, Kondapur"
New 2 BHK super luxury flat for sale in laxmiguda Hyderabad.,Super luxury flat for sale in Lakshmi guda Hyderabad 2 BHK. Any bank loan available. Full wastav . 24 hours water supply. Schools and malls nearby. Near airport cargo road. 2.68 lakh government subsidy.,"₹ 32,94,000",https://apollo-singapore.akamaized.net:443/v1/files/4fwlgny761x6-IN/image,"India, Telangana, Hyderabad, Katedan"
NEW 2 bhk House For Sale in Kuntloor Hayathnagar,"searching to buy house in hayathnagar, We offer 2 bhk independent houses for sale in kuntloor near hayathnagar.125 sq.yards house amenities- marble flooring- false ceiling- spacious parking- 2 bedroom and 3 washroomsLRS permission and loan facility available.20 minutes from nagole metro station.","₹ 55,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ya7puawn2ppv1-IN/image,"India, Telangana, Hyderabad, HayathNagar"
2BHK Flat for rent in Tolichowki,2BHK + Saperate Drawing Room Flat for rent in Chabra Enclave Tolichowki Small & Educated Family preferred,"₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/2hk6x7o3r0db1-IN/image,"India, Telangana, Hyderabad, Surya Nagar Colony"
"1BHK , First Floor, Lakshmi Sai Meadows, Beerumguda.",Rent Purpose,"₹ 6,000",https://apollo-singapore.akamaized.net:443/v1/files/5jsb64zmp11u1-IN/image,"India, Telangana, Hyderabad, Ramchandra Puram"
2BHK FOR FAMILY,24/7 surveillance cameras 24/7 security guards Fans and lights available Badminton court Children's park TempleClub house Underground  electricity,"₹ 8,000",https://apollo-singapore.akamaized.net:443/v1/files/epjkvm47nlbp2-IN/image,"India, Telangana, Hyderabad, Ameenapur"
1 bhk for small family with 24x7 tap and boring water,Near mantra mall and facing 100ft road near to hospital and markets. Opposite super gas station and Bus Stop. Cellar parking available for 2 wheeler. Only 2 flats per floor,"₹ 6,500",https://apollo-singapore.akamaized.net:443/v1/files/j8cck02f7fm2-IN/image,"India, Telangana, Hyderabad, Upparpally"
this flat 1bhk for rent in tilaknagar hyd near by main road,1bhk flat for rent2 bath 1bed  hall kitchenwaranda wash areanear by main roadnear by teamplehospitals and shoping mallls atms avilabullsecurty cc tv car parking open24 hourss water and no power cutples contact,"₹ 8,000",https://apollo-singapore.akamaized.net:443/v1/files/7hn19xeqyqt93-IN/image,"India, Telangana, Hyderabad, Tilak Nagar"
1bhk rent in vidyanagar near to main road and having all facilites,for batchlers are family 1bhk falt for rent in vidyanagar having all facilitesin this you will get 1 bed rooms with attached bathroomon kitchen and one balcony,"₹ 8,500",https://apollo-singapore.akamaized.net:443/v1/files/1yarahr2zqzr3-IN/image,"India, Telangana, Hyderabad, Vidya Nagar"
VIDYANAGAR  3BHK FLAT FOR RENT,6)	24 hours journey facility available.7)	Peaceful location8)	Good ventilation.9)	Rent 26000 per month.10)	Genuine people's contact me.11)	Room for working employees male only 3 room with  bathroom.  Indian and Western two bathroom in first floor a maximum.,"₹ 26,000",https://apollo-singapore.akamaized.net:443/v1/files/0xos1hgle0f72-IN/image,"India, Telangana, Hyderabad, Vidya Nagar"
2bhk in shivam road having all facilites near to main road,6)	24 hours  water facility available.7)	Peaceful location8)	Good ventilation.9)	Rent 12000 per month.10)	Genuine people's contact me.11)	Room for working employees male only 3 room with  bathroom.  Indian and Western two bathroom in first floor a maximum. call me for guiding the location.12)	Near main road   it will be available for batchlers also,"₹ 15,500",https://apollo-singapore.akamaized.net:443/v1/files/2nhhjgzz9ywt3-IN/image,"India, Telangana, Hyderabad, Shivam Road"
D D COLONY 1 BHK FLAT FOR RENT,1)	BHK Room For Rent2)	24 hours water full bore and Nallas.6)	24 hours journey facility available.7)	Peaceful location8)	Good ventilation.9)	Rent 15000 per month.10)	Genuine people's contact me.11)	Room for working employees male only 3 room with  bathroom.  Indian and Western two bathroom in first floor a maximum. call me for guiding the location.12)	Near main road,"₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/scjkzspawfje2-IN/image,"India, Telangana, Hyderabad, DD Colony"
2Bhk 120syrds Ind House Available In a Gated Venture Near Ecil,"120 syrds 1000sft New Ind House Available In a Gated Venture Near Ecil6kms from ecilNear by st Andrews school,requel fordinternational school,jubilee public schoolNear by Vijaya hospital,keerthi hospitalNear by ushodaya super market2 km from keesara orr8kms From Ghatkesar Railway station,4kms from Cheralapally Railway station- 100% Clear Title- All CC Roads - 30 feet.- Underground Sewerage System- Running Water supply- Footpaths- Avenue Plantations- Street Lights- Fully Landscaped Parks- 24x7 Security with Compound Wall and Entrance Arch.- Project Approved By all Major Banks for Housing Loans.Amenities-10% Extra","₹ 56,50,000",https://apollo-singapore.akamaized.net:443/v1/files/l9ehqq93jm2o2-IN/image,"India, Telangana, Hyderabad, ECIL"
Independent House Available At Dammaiguda GHMC Limits,"60 sq yards-25 lacs-bandalguda80 sq yards-30 lacs -kundanpally100 sq yards-35lacs -bogaram100 sq yards-36 lacs-keesara100 sq yards-30 lacs Ankireddy palli120 sq yards-44 lacs-kundanpally150sq yards-50lacs-kundanpallyNear High Lights1) Loan Aprroved Project From Nationalized Banks & Gic 80% On Offer Price2) Near To Requel Ford International School,Jubeeli Hills Public School,St Andrews School3) Near To More & Ushodaya Super Market, Vishal & Dmart4) Very Close To The Aditya Multi Speciality  Hospitals,Vijaya & Sudha Hospitals5) 10 Minits Drive To Pocharam Infosys And It Caridor6) With In The Orr Keesara&Gathkesar,With Ghmc Limits7) 5 Mins Driver to ORRLocation1) 6kms from ecil2) 1 Kms From Nagaram 3) 5 Km Distance To Cherlapally Railway Station 4) 5 Kms To Info Sys5) Adjacent Nagaram ArogyaVanam 100 Acrs Park","₹ 25,00,000",https://apollo-singapore.akamaized.net:443/v1/files/hyp2oly75svb3-IN/image,"India, Telangana, Hyderabad, ECIL"
100 sq yds 2 bhk proposed house available in ecil,"Compound wall around the venturecc roadsround the clock security24 hours water and electricityunder ground drainage systemavenue plantationchildren's play areasuper marketLOCATION7 KM from ecil5 km distance to cherlapally railway station5 km to infosysAdjacent to arogyavaram 100 acres parkNear by highlightsst.peter school,delhi public school,reqelfordinternational schoolKingston pg college,geethanjali collegekeerthi hospital,vijaya hospital,sudhar hospitalkalyana maha laxmi shopping mallmore super market,ushodaya supermarket","₹ 40,00,000",https://apollo-singapore.akamaized.net:443/v1/files/wy0fkhxsh14t1-IN/image,"India, Telangana, Hyderabad, ECIL"
122 sqyrd g+1 tolichowki shaikpet alkapur near khizra enclave,122 sqyrd g+1 tolichowki shaikpet alkapur near khizra enclave,"₹ 1,25,00,000",https://apollo-singapore.akamaized.net:443/v1/files/h73i1xppsgxa2-IN/image,"India, Telangana, Hyderabad, Tolichowki"
122 sqyrd g+1 tolichowki near alkapur khizra NRi,122 sqyrd g+1 tolichowki near alkapur khizra NRiGround floor 2bhk1st floor 2bhk and drawing room,"₹ 1,20,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ouotzlw2zqr8-IN/image,"India, Telangana, Hyderabad, Tolichowki"
60 sqryds  proposed house available in ecil,"Compound wall around the venturecc roadsround the clock security24 hours water and electricityunder ground drainage systemavenue plantationchildren's play areasuper marketLOCATION7 KM from ecil5 km distance to cherlapally railway station5 km to infosysAdjacent to arogyavaram 100 acres parkNear by highlightsst.peter school,delhi public school,reqelfordinternational schoolKingston pg college,geethanjali collegekeerthi hospital,vijaya hospital,sudhar hospitalkalyana maha laxmi shopping mallmore super market,ushodaya supermarket","₹ 23,00,000",https://apollo-singapore.akamaized.net:443/v1/files/q366mowoqz312-IN/image,"India, Telangana, Hyderabad, ECIL"
1 rk studio flat for bachelors,1 rk studio flat available for bachelors in kukatpally vivekanandhanagar,"₹ 5,000",https://apollo-singapore.akamaized.net:443/v1/files/auj0cyyv42ij-IN/image,"India, Telangana, Hyderabad, Kukatpally"
Independent 3 bhk Flats for sale at Tolichowki near Islamic center,3 bhk flats for sale at Golden Sands Colony Tolichowki An effortless connectivity  Location matters. And one of the best features of Tolichowki is it easy accessibility to necessary convenience. The presence of many notable institutions and organizations have led to a significant rise in commercial activities and residential colonies here.Uninterrupted Power backup For common areas and Lift 24/7Separate municipal water for drinking Two liftsQurbani provision Water harvesting pit And many more For more information plz contact,"₹ 67,84,000",https://apollo-singapore.akamaized.net:443/v1/files/2babbc30w6wq2-IN/image,"India, Telangana, Hyderabad, Surya Nagar Colony"
G+1 Independent house for sale 66 lakhs only,"Brand new G+ 1 Independent house 133 square  yards for sale west facing new construction ready to move at Thumukunta ,HYDERABAD only 66 lakhs negotiable","₹ 66,00,000",https://apollo-singapore.akamaized.net:443/v1/files/0ehpe1kgmmu22-IN/image,"India, Telangana, Hyderabad, Tumkunta"
